moisture,temperature,humidity,Pump Data
880.9507041,27.33736531,61.05962015,0
713.5380891,26.74934787,56.04137589,0
589.737332,21.36677755,49.64147192,1
955.4146134,21.94951202,47.90370377,0
321.7377305,25.07360753,69.09578913,1
399.3534438,30.49472928,77.68885424,1
375.3130154,34.95107323,65.18342573,1
732.7081562,29.39140922,43.74302238,0
742.6354412,18.23216026,67.52258734,0
535.369764,27.55169062,65.16688,1
657.8871424,29.76739106,75.23687082,1
551.1378456,26.31360596,61.53205765,1
694.4871207,19.73742076,69.88302827,0
926.32183,26.65230538,65.06504994,0
677.0286429,26.10497323,64.14603057,1
940.80097,18.62938351,46.78770285,0
914.1188799,20.33003553,46.23138007,0
681.4306828,24.10797043,74.61265567,1
766.5916511,25.37298077,63.96610751,0
332.1993221,32.12412901,56.49534371,1
801.5378441,29.23046572,47.59271312,0
824.2833725,26.56890261,39.08373386,0
859.5793154,28.70185715,78.06252851,0
573.5841064,19.50081239,48.16378875,1
761.2762369,19.49655406,55.29787959,0
738.718584,29.63822079,41.08245597,0
984.6096034,32.67367917,60.30390769,0
322.6057696,25.81300635,42.08328337,1
342.4431069,29.66185289,50.80355729,1
459.3026495,37.98171538,39.37290809,1
708.9269297,34.11495609,47.51864582,0
716.3284146,37.21007959,55.09380817,0
859.5118221,32.23315033,63.06073455,0
471.7307481,26.40488684,65.21626683,1
356.8913104,22.59447703,77.89861807,1
816.8858486,29.11025263,77.05742236,0
580.6395043,24.0014384,40.66397833,1
343.5821256,23.62404301,81.25390177,1
612.9542349,34.93016874,70.08273855,1
550.3096529,36.05535467,64.95732428,1
530.7001898,30.65249738,44.64276776,1
631.0901257,30.66098124,45.14644997,1
328.6156868,32.29177821,80.58091972,1
844.2972605,36.05820798,56.06359896,0
653.7122726,31.18441036,58.3617159,1
760.850853,32.47033071,59.3086458,0
369.5251553,35.23507181,47.15566418,1
501.6309849,25.18080081,68.34245666,1
568.1737744,34.44437465,64.22987538,1
651.7931828,24.54964016,72.93700533,1
942.9932157,26.82470594,55.628312,0
518.5735772,29.73780117,42.36024859,1
381.472308,33.48468031,46.21275521,1
664.9144841,22.02671892,59.30492665,1
972.5860807,28.88158855,77.49552925,0
625.3781277,36.28921986,70.51736779,1
723.5181698,37.73960514,77.32795275,0
557.156998,37.58065491,44.17612445,1
756.9882074,26.57489179,42.06367334,0
836.9893805,30.97364476,78.23391407,0
582.0687349,20.56784751,48.02534097,1
911.7286463,27.41784152,52.71555125,0
706.9059611,32.10803269,65.76854534,0
932.2902582,19.62073242,71.92000363,0
641.3743433,28.19932981,52.72026473,1
755.149757,19.55502617,70.2242948,0
610.1538495,31.98781797,75.48149285,1
510.6256273,33.48002515,42.29105088,1
340.6481736,19.12130224,41.90681788,1
463.3468855,36.3426164,48.32681051,1
763.4836129,38.62305068,42.58714579,0
447.9522593,21.24906597,55.25218109,1
419.1618849,31.75767614,60.7695804,1
466.8534619,28.3090488,77.69331312,1
430.3409202,19.03325563,72.64587849,1
411.0258824,28.69651794,52.68139078,1
376.8159253,34.3335776,79.16806373,1
474.9414563,26.06121777,65.19703963,1
931.2166581,37.31260682,64.1780947,0
502.0771967,27.30277475,72.48243227,1
876.6986199,33.84527375,48.88833906,0
730.7983229,21.96236733,70.66994998,0
743.533748,27.95102439,66.91957896,0
784.3275212,20.31032068,61.36242226,0
572.6359758,29.47721139,61.07487417,1
699.4168861,37.0110057,71.61838209,0
519.7448901,24.88372851,66.14902746,1
941.9526775,24.85574395,60.22665006,0
851.8605542,23.87928663,79.09572054,0
602.4404926,38.43845355,69.31925453,1
676.8233332,38.98375275,48.98221872,1
691.1002766,21.59014837,59.86100468,0
649.1586643,28.89722677,72.63972044,1
721.8148154,35.24369834,54.50933381,0
533.7241018,29.2695669,60.31395542,1
977.4477583,20.15028243,50.87311044,0
335.7729138,37.76078676,42.93327343,1
510.7812676,21.44926502,61.91337371,1
975.7451713,25.93914854,45.85930493,0
479.5791021,32.73590714,48.09233533,1
459.3091915,28.64688311,38.79075255,1
622.4469442,21.17060744,57.89514171,1
487.8721177,36.90276604,64.55613427,1
888.6196191,34.09282126,67.59127863,0
397.4314266,28.14159872,70.59726873,1
667.8889555,34.43222847,58.10239248,1
709.3983578,23.73334374,66.27881754,0
882.3715166,38.62075263,38.85305738,0
981.7841172,20.77267631,54.9587865,0
511.9809734,23.81252476,43.53032638,1
660.3365648,31.48302944,59.44479937,1
750.1707403,32.01421487,56.57617393,0
940.1995842,38.29929024,57.72419082,0
369.8980818,26.72492867,76.46813156,1
899.4106889,34.59359525,63.29160206,0
690.2098359,37.01726989,40.303152,0
583.4102308,32.50128001,66.13008074,1
340.2268032,36.95236905,61.7302681,1
971.6879052,37.40455316,70.60308703,0
658.8075073,18.39314952,73.33170117,1
768.9803799,38.32882286,41.2526544,0
450.553998,36.83133191,71.52150595,1
845.6365296,32.74163727,70.13592877,0
971.02305,29.69820284,39.69339358,0
646.2945361,22.06537271,79.81485839,1
941.3723198,32.4772021,70.34219447,0
931.7347173,23.70042927,51.19909658,0
853.1525517,35.75297115,61.43612074,0
815.8048516,26.50090955,69.8118863,0
314.5110162,33.59498799,71.55487495,1
326.9246013,23.20531605,69.84782071,1
317.0477946,20.57919098,45.57045455,1
538.8714092,30.87930817,53.51187938,1
603.1985948,27.57094964,44.28187623,1
601.8775081,33.46038092,81.26740715,1
936.2918345,31.56900143,74.51425823,0
776.1083581,25.21726357,43.86851446,0
487.3414107,25.28693515,54.68116237,1
387.8460711,20.02291105,46.04152574,1
961.0185752,20.1466308,80.1029758,0
968.3064212,21.62493783,58.41349063,0
953.3472039,19.96646722,76.25676716,0
525.8158836,19.90370961,77.89804196,1
875.2291588,30.78703296,48.30740647,0
700.0782097,21.14581903,44.554376,0
775.4065809,24.04732436,73.41661446,0
498.0949469,32.77765962,54.68038381,1
502.6509058,21.83575819,38.76723376,1
583.453298,30.37214672,38.69525471,1
916.5955197,29.82178446,74.59444184,0
584.6279417,25.02030431,53.68977186,1
732.1867243,30.69075287,49.88830091,0
744.7648632,25.888154,77.83079457,0
328.3617978,31.29363922,58.7362663,1
907.9553649,20.19811065,42.37221302,0
596.6268785,21.95947665,53.09095552,1
647.815273,20.52524238,39.82211644,1
525.6421453,35.13893199,53.73724157,1
913.4611539,23.61996582,58.31014591,0
549.4444564,27.98793106,75.64187376,1
925.4460291,21.09114645,57.3407776,0
809.6380006,30.17273369,70.19543203,0
700.2228324,19.65435171,53.83813867,0
444.7419024,32.32824783,52.84641391,1
591.7704172,25.32425607,72.96533491,1
375.5391579,20.89732904,41.66124511,1
499.9039972,32.82058782,67.90740174,1
350.7498246,24.7932803,47.29524282,1
516.0959755,22.90275255,62.95637252,1
711.2870605,33.00537469,75.49172108,0
750.2619903,29.7862007,73.90159317,0
850.7213582,28.36371128,65.17645312,0
775.4189213,28.76767419,55.52940988,0
829.2390953,25.18794099,42.38415751,0
859.3998765,25.59238842,43.45129763,0
540.8247005,20.34959659,72.13734976,1
713.5948282,23.97497287,46.0204047,0
477.5211014,21.05278888,67.10195475,1
664.62704,26.31763165,42.5794163,1
658.7575893,22.86411147,58.67516189,1
560.1368757,29.51032647,79.75665544,1
854.2611814,37.3878475,53.65013921,0
970.3550923,37.7600683,50.23740098,0
795.678058,25.28291315,75.69513723,0
400.6241727,21.05360584,61.23333244,1
478.1030409,29.56103915,43.79085936,1
688.2043706,25.7703769,73.92037316,0
347.9880239,34.12205639,60.50837005,1
515.549803,22.51021124,63.80556755,1
433.6503126,34.03259122,54.10872441,1
707.6423586,38.08855045,64.59754627,0
418.5890937,28.092736,52.22665191,1
964.6941636,35.49308122,42.98836862,0
346.0072383,38.74010263,40.42691826,1
536.6965723,18.04562376,69.49223436,1
626.4433253,18.7885571,75.30520844,1
802.9147537,22.59559292,40.63851895,0
394.8078072,33.05202452,63.483429,1
706.6801657,21.03142206,81.0624899,0
474.0306089,37.05338508,68.59722314,1
566.2980198,37.29350844,70.03476391,1
654.4342225,25.96981321,67.4054608,1
556.7583466,21.77420939,77.16772892,1
745.3244493,19.10501023,63.80477998,0
777.7898994,23.62544552,63.05003005,0
899.0348564,22.76031482,48.2711668,0
699.3081603,21.90009999,72.92386873,0
323.8603118,37.03614625,42.74534302,1
951.0137354,35.20084125,45.67611975,0
810.5694342,32.28461613,56.27765434,0
576.6421448,28.93410596,41.43890154,1
952.4619199,37.47040537,51.12904756,0
603.3552253,37.7429928,39.53782934,1
691.5138807,36.15828165,69.67124858,0
314.8306485,27.97933696,62.35873129,1
874.0548841,21.06581973,53.92178816,0
801.0478617,35.70978452,72.84550331,0
455.2842278,32.33313773,68.55599403,1
438.4273184,27.15720864,69.27381179,1
545.9472475,24.64555541,76.09591583,1
591.8485728,37.3562437,79.46932094,1
385.1969923,38.6600172,73.60851221,1
682.278218,28.92008812,52.11539667,0
786.1124603,19.34344335,80.55336687,0
732.2515907,23.23969115,52.90227943,0
954.4160163,22.75061775,64.1561389,0
400.3056792,30.94334925,76.71180447,1
550.5436597,26.78647556,46.03085039,1
950.3219321,24.94407796,52.00382716,0
900.5903422,21.77951708,62.41328463,0
595.1944838,33.88432762,78.86009641,1
767.541771,38.00055277,58.95708995,0
617.4804099,21.22292547,49.53367285,1
743.8156669,34.85652452,53.26276815,0
678.2163406,28.01313321,58.22029426,1
922.4233099,23.58289149,39.22574001,0
548.7078119,25.90978881,43.39140052,1
643.680569,24.81508818,51.85650627,1
783.105208,19.58978838,66.36868278,0
612.2345221,34.97003219,41.4853933,1
680.6630939,31.08826754,73.96810956,1
438.8704127,34.56218172,55.89046785,1
846.5366967,18.45160356,58.90983537,0
315.0687518,35.00805429,67.80622545,1
352.1838214,24.42529874,48.60243681,1
944.4580077,34.66289723,39.05143443,0
498.8830547,28.94137254,64.14341877,1
320.3407851,31.68462827,70.65105297,1
627.1491434,34.44553299,46.85157527,1
818.4240494,21.05036779,39.15056198,0
491.5146171,38.64525079,65.09017888,1
396.8247143,25.06028839,71.29580483,1
753.4293625,34.78510786,55.21350843,0
629.0880023,30.62484714,76.69472676,1
472.4148053,25.34217794,42.43423806,1
422.9271637,34.94844096,46.68273708,1
920.3563143,26.11007528,68.80425056,0
396.1873216,34.24618538,70.39869471,1
513.7249077,18.62049571,45.19446313,1
480.5654407,20.68289473,44.33889236,1
839.8127319,25.29110443,62.95370189,0
443.6530976,27.24063361,39.04218351,1
720.4648464,36.08807704,81.25275284,0
591.5367559,29.32185133,38.62366615,1
803.9366874,20.09083503,69.96912367,0
803.6978356,26.25967073,39.02872896,0
844.9427376,25.12842393,78.17095604,0
439.9940878,22.84876622,54.20839443,1
870.4558609,25.46312651,65.96604603,0
467.4725687,25.40140352,73.03983178,1
776.0257868,27.21937541,45.90056323,0
580.8616965,33.10112369,45.67730177,1
984.177495,37.28073676,79.15735017,0
484.747617,24.54923461,73.57998875,1
612.731316,38.30106906,40.35068229,1
637.8018802,37.8195853,70.85097646,1
827.4999962,29.81101635,38.8661281,0
960.2863964,30.52903301,79.903196,0
952.5404898,30.11833525,77.59880016,0
732.4813806,34.81907373,43.09319288,0
717.6937348,24.13886404,48.92517527,0
622.636939,28.20253893,67.51298597,1
472.3562802,27.40750908,77.92590076,1
516.4788063,22.0667502,46.52886097,1
489.694382,30.04449357,80.63023241,1
931.4820084,21.73983164,38.29166808,0
768.6082338,29.03830794,76.74970929,0
591.3579467,25.536238,62.90982634,1
406.0014434,36.17255827,56.40920628,1
970.1057219,19.84691837,69.92417688,0
820.9757999,19.57319679,42.86866478,0
413.8153826,21.6781965,76.95323731,1
632.233656,23.88780146,45.23588435,1
745.1945798,31.10317827,43.16950969,0
768.5427327,29.76043996,71.17944254,0
340.1917219,28.01483927,78.3721853,1
954.3504479,23.75044919,73.54626134,0
910.2128794,30.36600999,43.2572783,0
982.0529366,37.32422617,72.92041943,0
502.8338906,21.58123623,55.8568377,1
917.4931595,23.06153037,42.66778546,0
335.346961,28.44902869,39.504915,1
646.240886,21.36529747,53.66568181,1
953.3265446,24.85938228,39.35000841,0
467.1645847,28.1304323,71.87059266,1
617.0574443,28.15343986,55.54104585,1
843.2137374,27.89910931,46.21754781,0
626.8416068,20.36099588,53.03179025,1
436.420616,26.93680757,40.22559701,1
353.0036516,34.72321388,44.42303498,1
448.9210151,36.27439013,60.54049124,1
575.8246037,22.83539244,47.55073016,1
862.0829708,26.00784015,58.12462164,0
835.5262897,22.59322997,63.13648497,0
918.0926036,34.44929749,70.28475545,0
371.4096402,26.57203514,59.46495826,1
594.7727141,30.04343366,54.76592841,1
502.4192963,24.9617897,43.81799127,1
900.0608184,35.11111829,67.32314988,0
871.6862324,28.61179163,78.32114465,0
705.8785979,38.84395622,42.16186924,0
812.8163182,33.31756932,66.38175876,0
431.0813607,30.80433448,71.2069125,1
670.2607412,20.35116486,46.97948873,1
884.4500056,32.9784717,66.1443331,0
548.2942007,33.23731968,47.22353265,1
413.4421956,30.87874237,43.38539929,1
786.8011496,36.16843671,62.85887501,0
754.2779219,25.91637957,43.35571559,0
805.0151715,20.22050148,76.04881326,0
640.1042214,38.23912474,58.38012305,1
698.3912156,21.19904137,77.79926767,0
831.5097276,24.86785461,45.0416189,0
918.6044897,37.69139443,49.77786395,0
394.9206133,22.91570594,62.37813802,1
338.9192405,23.25463649,40.81264793,1
847.7095883,18.81566942,41.1710621,0
956.4178092,28.09736731,62.12873366,0
445.1059596,28.36327999,74.64132024,1
414.42393,24.92426424,77.96384798,1
537.7852107,28.05777885,67.38825919,1
820.4306482,22.34839496,43.57907194,0
715.3101417,34.40309337,42.53055423,0
888.8947055,21.86492988,75.00202916,0
415.5595049,19.40220642,81.00867517,1
327.568788,35.43919959,65.91462083,1
499.7401757,24.49442632,72.16404542,1
898.5554216,28.81186087,78.64252082,0
795.8522761,20.15140322,39.18421171,0
537.670384,24.64131032,57.13450433,1
407.2511016,22.35436314,39.09841951,1
782.6377895,26.60654188,58.19144948,0
679.6052505,29.32708738,53.81771787,1
668.0506646,24.55747789,48.11375794,1
815.6572895,32.77953595,54.91967854,0
867.4053279,36.46921183,59.79386426,0
891.0547276,20.29009658,44.2838586,0
559.7621657,18.53019064,78.16440849,1
834.2239138,27.46324246,53.03971003,0
732.7618468,28.19751304,52.17352557,0
624.5672426,26.07715885,64.22311969,1
457.1252841,38.99276957,51.17163807,1
371.7473063,26.12793092,50.5161481,1
356.8972374,26.23397111,67.97755607,1
444.9895453,26.51987971,61.74242461,1
676.8666745,19.84993106,38.38359734,1
666.2053415,24.45746477,65.82223707,1
595.209673,31.5460751,62.43318087,1
682.4074539,26.55487622,52.27685703,0
613.1324855,25.15093141,40.53539916,1
693.2586806,19.24440366,69.94039473,0
346.7220599,30.14880995,76.9855141,1
629.4443263,32.90652728,38.82544451,1
604.4545063,20.00700272,72.031064,1
960.2631669,29.2605884,58.48992882,0
625.1267353,36.31753572,57.29779336,1
622.4788974,28.6403978,77.83656883,1
482.1926291,38.10159934,64.73351041,1
473.9364675,36.13200848,77.87473608,1
501.9243508,22.6017739,48.68205707,1
580.1724019,24.10637738,64.75963108,1
467.3680592,29.78512136,54.10094859,1
699.8725208,33.24415566,71.11914019,0
825.4780262,24.58548821,77.91166663,0
541.2447639,22.97600015,64.3056719,1
517.7784592,20.15627798,60.32897602,1
404.4113304,31.05469027,75.38852134,1
548.0308517,22.74895478,81.00904267,1
916.0314823,33.05502689,65.67555505,0
944.930323,35.54655948,60.28069941,0
579.630127,27.05934195,39.86156831,1
318.4070049,29.41618253,45.22584642,1
326.3505069,30.02525645,59.47810081,1
414.6357796,20.04961418,71.52226406,1
732.4378223,22.15266556,58.39780898,0
838.6247357,18.81609313,78.49030942,0
946.4140835,35.24888224,40.01884344,0
697.1038105,25.87646756,49.61678191,0
574.8592823,27.61188098,39.46857363,1
641.8108033,28.00397306,79.81674815,1
494.839251,28.76178771,45.76211392,1
405.5148042,23.46437176,50.78125746,1
524.7637816,26.96046668,66.80331615,1
454.2769165,21.90644025,64.20777441,1
344.5576357,26.8937136,42.21870247,1
645.5056887,25.26013847,58.31039404,1
567.8731964,24.77847347,70.12354246,1
562.9062045,25.12174385,43.64597522,1
